task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	8c/e50e44	a4b8bd29-221a-4ac3-82bc-f3395bd1fc8c	listFiles	COMPLETED	0	2024-11-02 20:52:09.801	1m 28s	509ms	88.9%	13 MB	17.7 MB	9.3 MB	82.4 KB
18	e4/107d1b	f18009ea-8bae-4024-aeaa-db83bda078e5	generateRDF (17)	COMPLETED	0	2024-11-02 20:53:39.375	58.9s	42.4s	15.6%	54 MB	61 MB	1.3 GB	17.2 KB
277	5f/4e262a	68d2c727-8026-46d6-b568-22c892e579a4	generateRDF (276)	COMPLETED	0	2024-11-02 20:53:43.467	55.3s	21.7s	28.0%	54.1 MB	61 MB	968.1 MB	17.2 KB
79	67/2493d2	7c406360-4456-4138-8a32-79a635d31433	generateRDF (78)	COMPLETED	0	2024-11-02 20:53:39.745	1m 19s	54.6s	23.0%	53.9 MB	61 MB	1.5 GB	17.2 KB
124	51/c35124	789c62e2-864d-4413-83e4-04ed24245002	generateRDF (123)	COMPLETED	0	2024-11-02 20:53:40.604	1m 18s	3.3s	58.5%	53.7 MB	61 MB	137.7 MB	17.2 KB
8	e1/cc8990	5b6a21dd-5daf-418d-904b-f61b2ecad32a	generateRDF (7)	COMPLETED	0	2024-11-02 20:53:39.411	1m 29s	1m 13s	17.3%	53.8 MB	61 MB	2.2 GB	17.2 KB
28	a7/97e46e	d264e3be-e504-4943-8f44-55c942da52ba	generateRDF (27)	COMPLETED	0	2024-11-02 20:53:39.493	1m 29s	1m	19.7%	53.8 MB	61 MB	1.8 GB	17.2 KB
199	2e/83ab5b	65ba6325-8e2e-4529-a5af-7e764c7a0b5e	generateRDF (198)	COMPLETED	0	2024-11-02 20:53:42.100	1m 27s	11.7s	38.1%	53.8 MB	61 MB	617.4 MB	17.2 KB
265	7f/70262c	bfa7f384-ef62-4671-bc77-b5600658c8c6	generateRDF (264)	COMPLETED	0	2024-11-02 20:53:42.919	1m 26s	48.4s	31.7%	53.8 MB	61 MB	2.7 GB	17.2 KB
182	3a/8984c1	64879b36-db1f-4183-9cf4-3f76548cb54e	generateRDF (181)	COMPLETED	0	2024-11-02 20:53:41.770	1m 37s	25.7s	32.1%	53.6 MB	61 MB	1.3 GB	17.2 KB
101	3c/158ecb	860cb800-5b76-40fa-92d7-b8d867103458	generateRDF (100)	COMPLETED	0	2024-11-02 20:53:40.162	1m 48s	40.4s	31.4%	53.8 MB	61 MB	2.1 GB	17.2 KB
297	3a/193777	c8cf32f6-8d8d-4d47-a6e7-3ed19ceca39d	generateRDF (296)	COMPLETED	0	2024-11-02 20:53:43.143	1m 46s	1m 5s	21.3%	53.9 MB	61 MB	1.9 GB	17.2 KB
62	79/820be4	2c818bec-c66e-4ae1-a279-392f8e55ced2	generateRDF (61)	COMPLETED	0	2024-11-02 20:53:39.667	1m 59s	1m 27s	38.5%	54 MB	61 MB	5.1 GB	17.2 KB
144	bb/7ef637	6c5d9995-702c-462c-866a-341795f5b7aa	generateRDF (143)	COMPLETED	0	2024-11-02 20:53:40.983	1m 58s	1m 27s	28.8%	53.8 MB	61 MB	4.3 GB	17.2 KB
147	00/557786	7f538a00-dc62-47ca-95b1-700eeb79e52b	generateRDF (146)	COMPLETED	0	2024-11-02 20:53:41.008	1m 58s	38.6s	35.4%	53.8 MB	61 MB	2.2 GB	17.2 KB
214	7d/eeb471	25d12b7e-fb8d-4a64-a12d-5960e88891e2	generateRDF (213)	COMPLETED	0	2024-11-02 20:53:42.343	1m 57s	1m 26s	24.9%	53.8 MB	61 MB	4.6 GB	17.2 KB
35	25/2068d8	7dff0cb2-56fc-437a-8beb-152cdd7bbaad	generateRDF (34)	COMPLETED	0	2024-11-02 20:53:39.466	2m 9s	1m 49s	23.4%	53.8 MB	61 MB	3.3 GB	17.2 KB
234	54/31ed68	51d4b106-c5d5-486f-927e-9756ae078dc3	generateRDF (233)	COMPLETED	0	2024-11-02 20:53:44.023	2m 5s	1m 28s	24.0%	53.8 MB	61 MB	4.6 GB	17.2 KB
227	78/244f90	0d396a4c-9f6f-4761-8482-e1d7dee8613d	generateRDF (226)	COMPLETED	0	2024-11-02 20:53:42.702	2m 16s	1m 43s	16.8%	56.2 MB	62 MB	2.5 GB	98.3 KB
14	70/71f865	5e7e8cc3-5f89-4a80-af39-2d436205feff	generateRDF (13)	COMPLETED	0	2024-11-02 20:53:39.376	2m 39s	2m 20s	35.8%	53.8 MB	61 MB	8 GB	17.2 KB
3	e0/05559a	e9c87f35-3f61-495f-ae53-9e4d88bfd55a	generateRDF (2)	COMPLETED	0	2024-11-02 20:53:39.399	2m 39s	2m 16s	29.4%	53.8 MB	61 MB	8 GB	17.2 KB
44	44/d818d7	2c9e6d36-7d28-4f55-a44d-123012a7189d	generateRDF (43)	COMPLETED	0	2024-11-02 20:53:39.475	2m 39s	2m 19s	34.6%	53.8 MB	61 MB	8 GB	17.2 KB
49	41/ca8e41	e399c6ee-a684-4c0f-96e9-accd0498b7ec	generateRDF (48)	COMPLETED	0	2024-11-02 20:53:39.498	2m 39s	2m 18s	35.6%	54 MB	61 MB	8 GB	17.2 KB
43	e3/67adeb	e4b0ae75-1e3c-4957-b3a2-16cfddbb409a	generateRDF (42)	COMPLETED	0	2024-11-02 20:53:39.510	2m 39s	2m 18s	38.2%	53.9 MB	61 MB	8 GB	17.2 KB
42	4f/575b59	78fa1cb2-0687-4841-8c71-26dcd6d10926	generateRDF (41)	COMPLETED	0	2024-11-02 20:53:39.516	2m 40s	2m 18s	36.5%	53.8 MB	61 MB	8 GB	17.2 KB
45	55/0d5d9f	57aec3e8-c3dd-4568-b193-b9e6eff786e5	generateRDF (44)	COMPLETED	0	2024-11-02 20:53:39.520	2m 40s	2m 18s	30.4%	54 MB	61 MB	8 GB	17.2 KB
39	e0/c2e756	4276465e-3c83-4e7f-afed-e0cd3bacbd67	generateRDF (38)	COMPLETED	0	2024-11-02 20:53:39.526	2m 40s	2m 16s	33.1%	54 MB	61 MB	8 GB	17.2 KB
46	74/a7ca29	aa6e679d-a45c-4ee2-a849-43fb37af8c49	generateRDF (45)	COMPLETED	0	2024-11-02 20:53:39.527	2m 40s	2m 18s	38.9%	53.7 MB	61 MB	8 GB	17.2 KB
50	95/cd887c	c66115ef-30af-4e71-beb5-ba81cac64765	generateRDF (49)	COMPLETED	0	2024-11-02 20:53:39.533	2m 40s	2m 15s	31.6%	54 MB	61 MB	8 GB	17.2 KB
41	ff/64f9bb	c91728d9-0f04-4667-9c83-b1e6f83a8eee	generateRDF (40)	COMPLETED	0	2024-11-02 20:53:39.533	2m 40s	2m 16s	29.6%	53.9 MB	61 MB	8 GB	17.2 KB
48	07/7570e7	138bc6a7-f0f9-42ef-a948-4328e0c951b2	generateRDF (47)	COMPLETED	0	2024-11-02 20:53:39.534	2m 40s	2m 18s	37.8%	54 MB	61 MB	8 GB	17.2 KB
53	38/ab243d	8624f04a-14d4-42ca-892b-df9cb640b3a7	generateRDF (52)	COMPLETED	0	2024-11-02 20:53:39.576	2m 40s	2m 18s	29.2%	54 MB	61 MB	8 GB	17.2 KB
60	03/1f1507	aa31d2e3-ce3e-49c8-b971-0a020755f6d5	generateRDF (59)	COMPLETED	0	2024-11-02 20:53:39.585	2m 41s	2m 14s	39.9%	53.8 MB	61 MB	8 GB	17.2 KB
61	65/725fee	bc57062c-340a-401a-8147-58b0b0dcb613	generateRDF (60)	COMPLETED	0	2024-11-02 20:53:39.627	2m 41s	2m 19s	37.7%	53.8 MB	61 MB	8 GB	17.2 KB
58	a4/91a87c	acbcee8b-cf56-4dad-979a-197820664f29	generateRDF (57)	COMPLETED	0	2024-11-02 20:53:39.646	2m 41s	2m 17s	39.9%	54 MB	61 MB	8 GB	17.2 KB
52	a0/c596ec	b95f9271-ed9a-4af6-b7fc-de9b5a9abfa3	generateRDF (51)	COMPLETED	0	2024-11-02 20:53:39.655	2m 41s	2m 16s	42.3%	54 MB	61 MB	8 GB	17.2 KB
70	53/885afd	5b345d78-5684-4152-aaf8-8f034b8b9f9a	generateRDF (69)	COMPLETED	0	2024-11-02 20:53:39.664	2m 41s	2m 15s	22.6%	54 MB	61 MB	3.9 GB	17.2 KB
114	a1/82f57c	8d043de0-f9e9-4154-a747-c042c1e8dcf9	generateRDF (113)	COMPLETED	0	2024-11-02 20:53:40.342	2m 41s	2m 15s	28.9%	53.9 MB	61 MB	8 GB	17.2 KB
163	06/9f6622	8414555f-c02c-484c-a1d7-7cf53afede1d	generateRDF (162)	COMPLETED	0	2024-11-02 20:53:41.445	2m 40s	1m 28s	32.2%	53.8 MB	61 MB	4.3 GB	17.2 KB
