task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
38	4f/ee8cd9	70bce123-4e95-4983-88e7-e162dbfa3d1c	generateRDF (37)	COMPLETED	0	2024-10-26 19:52:06.022	2m 29s	2m 3s	52.9%	53.5 MB	60.9 MB	8 GB	13.6 KB
35	4b/b7493b	274c06f2-b6f6-4ac1-8636-19a181e3ffdd	generateRDF (34)	COMPLETED	0	2024-10-26 19:52:06.036	2m 29s	2m	53.8%	53.5 MB	60.9 MB	8 GB	13.6 KB
9	3b/fa0679	a943c770-178e-40ab-8b8e-708a8271b35c	generateRDF (8)	COMPLETED	0	2024-10-26 19:52:05.891	2m 59s	2m 30s	52.5%	54 MB	60.9 MB	8 GB	13.6 KB
3	ed/35e3db	b07119f2-15d5-4ff1-86f2-d6c190ae306c	generateRDF (2)	COMPLETED	0	2024-10-26 19:52:05.912	2m 59s	2m 33s	48.2%	53.6 MB	60.9 MB	8 GB	13.6 KB
4	b1/5ea0cb	45cdb00a-c76b-4582-8ee2-782f7c0fdb83	generateRDF (3)	COMPLETED	0	2024-10-26 19:52:05.989	2m 59s	2m 28s	49.6%	53.6 MB	60.9 MB	8 GB	13.6 KB
10	c0/d58e86	0fd84126-4645-4e9b-897b-8cb8bb24e83b	generateRDF (9)	COMPLETED	0	2024-10-26 19:52:05.968	3m 9s	2m 44s	47.7%	53.6 MB	60.9 MB	8 GB	13.6 KB
37	39/8db7d8	10089245-351d-4361-a73d-f3af5f0e7044	generateRDF (36)	COMPLETED	0	2024-10-26 19:52:06.016	3m 19s	2m 48s	45.3%	53.5 MB	60.9 MB	8 GB	13.6 KB
39	d5/87ac5a	863bcf3d-5ede-4ff2-af45-3a745238b8e8	generateRDF (38)	COMPLETED	0	2024-10-26 19:52:06.041	3m 19s	2m 48s	45.7%	53.6 MB	60.9 MB	8 GB	13.6 KB
8	3a/a3a788	7d1490cc-ae02-4c01-9e7b-80e4041cb07d	generateRDF (7)	COMPLETED	0	2024-10-26 19:52:05.938	3m 39s	3m 11s	41.0%	53.6 MB	60.9 MB	8 GB	13.6 KB
24	87/d861da	fe720254-3212-474a-b879-36f41c5a5bbd	generateRDF (23)	COMPLETED	0	2024-10-26 19:52:05.980	3m 39s	3m 12s	37.7%	53.6 MB	60.9 MB	8 GB	13.6 KB
7	f4/99cd3a	f1bacb61-9d51-4a64-adba-ebf27efc7bff	generateRDF (6)	COMPLETED	0	2024-10-26 19:52:05.903	3m 49s	3m 20s	38.1%	53.8 MB	60.9 MB	8 GB	13.6 KB
2	a4/d133ea	513f344c-2eeb-416d-822e-82cfcfa37743	generateRDF (1)	COMPLETED	0	2024-10-26 19:52:05.945	3m 49s	3m 21s	37.9%	53.5 MB	60.9 MB	8 GB	13.6 KB
16	49/40e106	32db9f0b-231b-4b41-99b7-76ccce9423b5	generateRDF (15)	COMPLETED	0	2024-10-26 19:52:05.982	3m 49s	3m 25s	36.2%	53.6 MB	60.9 MB	8 GB	13.6 KB
14	ac/97bea0	9e84a985-fc7b-45f8-8392-49505b1bf1bb	generateRDF (13)	COMPLETED	0	2024-10-26 19:52:05.987	3m 49s	3m 17s	38.4%	53.7 MB	60.9 MB	8 GB	13.6 KB
30	49/b0469c	839561ed-472b-47df-b18f-0158002e1a1a	generateRDF (29)	COMPLETED	0	2024-10-26 19:52:06.052	3m 49s	3m 24s	27.8%	53.7 MB	60.9 MB	7.2 GB	13.6 KB
12	b5/1eb725	a9570562-be00-45cd-8510-23e6f18bf8b3	generateRDF (11)	COMPLETED	0	2024-10-26 19:52:05.971	3m 59s	3m 30s	37.5%	53.6 MB	60.9 MB	8 GB	13.6 KB
15	52/04b799	8f747391-a535-4f04-9974-b45329d27923	generateRDF (14)	COMPLETED	0	2024-10-26 19:52:06.011	3m 59s	3m 26s	38.5%	53.7 MB	60.9 MB	8 GB	13.6 KB
41	96/3de545	39143a1b-22b3-4e75-b4e6-83f97ee2d90e	generateRDF (40)	COMPLETED	0	2024-10-26 19:52:06.060	3m 59s	3m 28s	33.7%	53.6 MB	60.9 MB	8 GB	13.6 KB
40	1f/c7fa28	c286a666-0f14-4e44-be33-b5d0de0dc0ef	generateRDF (39)	COMPLETED	0	2024-10-26 19:52:06.095	3m 59s	3m 29s	38.2%	53.9 MB	60.9 MB	8 GB	13.6 KB
19	86/7db8f4	f22831e3-650b-4abe-9c2e-492ee3c48859	generateRDF (18)	COMPLETED	0	2024-10-26 19:52:05.877	4m 9s	3m 51s	23.4%	53.6 MB	60.9 MB	8 GB	13.6 KB
20	1e/970c1e	12d17b9f-c369-4e4d-bae3-ec52d50e3f2e	generateRDF (19)	COMPLETED	0	2024-10-26 19:52:05.952	4m 9s	3m 43s	31.8%	53.9 MB	60.9 MB	8 GB	13.6 KB
21	a1/305290	ff8dde31-6682-45dc-a9af-71ba729b594e	generateRDF (20)	COMPLETED	0	2024-10-26 19:52:05.982	4m 9s	3m 44s	32.3%	53.8 MB	60.9 MB	8 GB	13.6 KB
33	f4/2acc92	e082ef22-7971-455c-8d24-37fad299d833	generateRDF (32)	COMPLETED	0	2024-10-26 19:52:05.987	4m 10s	3m 42s	33.4%	53.8 MB	60.9 MB	8 GB	13.6 KB
29	8b/50a25c	80953214-8a2c-477b-a9e6-18c5b69c3588	generateRDF (28)	COMPLETED	0	2024-10-26 19:52:05.994	4m 10s	3m 45s	32.6%	53.6 MB	60.9 MB	8 GB	13.6 KB
34	88/02bba0	48df93fb-159c-4ef1-bc70-9cdb52649ce8	generateRDF (33)	COMPLETED	0	2024-10-26 19:52:06.028	4m 10s	3m 43s	26.3%	53.5 MB	60.9 MB	8 GB	13.6 KB
22	21/f2f6a0	5086e88a-dc64-4a90-87bc-84f0138a15b8	generateRDF (21)	COMPLETED	0	2024-10-26 19:52:05.967	4m 19s	3m 41s	21.6%	53.7 MB	60.9 MB	8 GB	13.6 KB
27	66/378e68	373648a9-4b68-4817-ab4b-8050a16c3d08	generateRDF (26)	COMPLETED	0	2024-10-26 19:52:06.008	4m 19s	3m 54s	31.8%	53.8 MB	60.9 MB	8 GB	13.6 KB
32	12/24de3a	68d205cc-c4f1-43e6-931f-c47f6282a2b7	generateRDF (31)	COMPLETED	0	2024-10-26 19:52:06.060	4m 19s	3m 53s	31.2%	53.4 MB	60.9 MB	8 GB	13.6 KB
31	84/70cdf7	ae9ecf66-7cc7-41e3-a59e-a3b3e1af2347	generateRDF (30)	COMPLETED	0	2024-10-26 19:52:05.994	4m 29s	4m 9s	28.8%	53.6 MB	60.9 MB	8 GB	13.6 KB
25	a2/e8e52a	8889bcbf-8adb-4d49-a544-6cc51d89d4b8	generateRDF (24)	COMPLETED	0	2024-10-26 19:52:05.968	4m 39s	4m 14s	28.7%	53.8 MB	60.9 MB	8 GB	13.6 KB
23	0d/7b5236	704012b6-e237-4432-b55d-6f1610bb2f79	generateRDF (22)	COMPLETED	0	2024-10-26 19:52:05.982	4m 39s	4m 15s	26.7%	53.5 MB	60.9 MB	8 GB	13.6 KB
28	56/fe26c8	f2247387-ebf4-48e0-9b0c-7efabd33ba18	generateRDF (27)	COMPLETED	0	2024-10-26 19:52:06.105	4m 59s	4m 36s	26.7%	53.7 MB	60.9 MB	8 GB	13.6 KB
43	68/2f434b	53694bf1-4ff9-48e8-bef5-0c46e5c29b2a	uploadToBucket (1)	COMPLETED	0	2024-10-26 19:57:21.898	23s	602ms	90.5%	12.4 MB	17.5 MB	9.9 MB	10.3 KB
